timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-10-09T20:54:09,codecarbon,4fffb93c-79df-4d88-93af-4bbcbbec8e00,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,122.34424967699988,0.0007866514482662324,6.429819548880024e-06,0.0,49.48963670140651,20.0,0.0006391750023091029,0.003374695477531997,0.000737788797044444,0.004751659276885543,Portugal,PRT,porto,,,Linux-6.12.10-76061203-generic-x86_64-with-glibc2.35,3.10.12,3.0.6,24,AMD Ryzen 9 7900X 12-Core Processor,1,1 x NVIDIA GeForce RTX 5070 Ti,-8.6169,41.1459,30.48379135131836,machine,N,1.0
