timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-10-09T22:38:21,codecarbon,64d63e51-ec8d-4662-8bca-febd70866d12,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,201.33578615999977,0.0012982948531173647,6.4484058094154275e-06,34.915821966799996,52.745380365993704,20.0,0.0011674330468849918,0.005595445031907995,0.001079292423205556,0.007842170501998542,Portugal,PRT,porto,,,Linux-6.12.10-76061203-generic-x86_64-with-glibc2.35,3.10.12,3.0.6,24,AMD Ryzen 9 7900X 12-Core Processor,1,1 x NVIDIA GeForce RTX 5070 Ti,-8.6169,41.1459,30.48379135131836,machine,N,1.0
