timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-10-10T00:49:59,codecarbon,8f9a697c-7bbf-4751-857d-dcf37cd229e2,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,105.48849406699992,0.0007410067920141445,7.024527163535975e-06,23.451492969285724,92.24098740055493,20.0,0.0006734524932341611,0.0032361192555600002,0.0005663772948000011,0.004475949043594163,Portugal,PRT,porto,,,Linux-6.12.10-76061203-generic-x86_64-with-glibc2.35,3.10.12,3.0.6,24,AMD Ryzen 9 7900X 12-Core Processor,1,1 x NVIDIA GeForce RTX 5070 Ti,-8.6169,41.1459,30.483787536621094,machine,N,1.0
