timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-10-09T21:20:00,codecarbon,28968862-c449-4acd-bc22-05d97761bdc5,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,123.40167081000027,0.0007989631304566007,6.474492000086064e-06,17.002881372500003,54.802870989205864,20.0,0.000679531676025477,0.0034861389000199958,0.0006603557143666649,0.004826026290412138,Portugal,PRT,porto,,,Linux-6.12.10-76061203-generic-x86_64-with-glibc2.35,3.10.12,3.0.6,24,AMD Ryzen 9 7900X 12-Core Processor,1,1 x NVIDIA GeForce RTX 5070 Ti,-8.6169,41.1459,30.48379135131836,machine,N,1.0
