timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-10-09T22:45:38,codecarbon,59832b7b-3226-450f-bc65-4250e1750f1e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,137.16844834100084,0.0008705718925708223,6.346735733326807e-06,65.65386727250001,52.831306316978996,20.0,0.0007298870665481345,0.003801063318625994,0.0007276187290721989,0.005258569114246327,Portugal,PRT,porto,,,Linux-6.12.10-76061203-generic-x86_64-with-glibc2.35,3.10.12,3.0.6,24,AMD Ryzen 9 7900X 12-Core Processor,1,1 x NVIDIA GeForce RTX 5070 Ti,-8.6169,41.1459,30.48379135131836,machine,N,1.0
